# 微軟倉頡聯想詞詞表（多字詞），自官方 ChtChangjie.lex 解出
# columns: text <TAB> weight
# 44572 phrases
俗語	10703170
俗諺	10670341
俗體	9892574
俘獲	10763939
俘虜	10096876
俚俗	10763939
俚語	10343069
保住	10466692
保佑	10134837
保值	9713966
保健	10582698
保全	10621060
保單	10450499
保存	10668706
保守	10712885
保安	10680056
保密	10482464
保持	10723445
保暖	10012992
保有	10569352
保母	10527461
保溫	10045821
保留	10733824
保稅	9941476
保管	10595756
保羅	10259186
保育	10702138
保衛	10497836
保証	9439527
保證	10744030
保警	10362346
保護	10691198
保費	10633326
保送	10541748
保釋	10236270
保重	9656096
保鏢	10302574
保鑣	10416758
保長	8925058
保防	9815400
保障	10763939
保險	10754066
保養	10657140
俠女	10517746
俠客	10096876
俠義	10763939
信仰	10682860
信件	10517746
信任	10711107
信使	9390624
信函	10653236
信史	9594926
信奉	10343069
信女	8413394
信守	10367856
信實	10015797
信封	10478559
信差	10057688
信徒	10738098
信從	9922198
信心	10668229
信念	10589262
信息	10391670
信手	10232366
信文	9747522
信服	10572157
信條	10290236
信步	9970799
信物	10261990
信用	10751156
信箋	9255134
信箱	10436667
信紙	10168392
信義	10763939
信號	10536430
信託	10724752
信譽	10554556
信賴	10605898
信陽	9676005
修剪	10525288
修士	9786708
修女	10400940
修好	10478559
修定	10547370
修己	8524097
修建	10609172
修復	10699966
修持	10168392
修改	10763939
修整	10081503
修業	10502373
修正	10647134
修治	9612031
修煉	9365838
修理	10716602
修築	10568678
修繕	10665260
修習	10427930
修葺	9980070
修行	10453772
修補	10628449
修訂	10732794
修護	10682860
修路	10311924
修身	10372694
修造	10207579
修道	9858225
修長	10244389
修面	9191161
修飾	10279095
修養	10589262
修齊	10343069
俯仰	10489500
俯拾	10642094
俯瞰	10706068
俯臥	9307967
俯衝	10570578
俯視	10763939
俯身	10285198
俯首	10149708
俱佳	10763939
俱備	10343069
俱全	10589262
俸給	10763939
俾使	10096876
俾能	10763939
倉促	10670341
倉儲	10763939
倉卒	10424148
倉庫	9582406
倉猝	10003277
倉皇	10559638
倉頡	10249470
個人	10414585
個位	10168392
個例	9080458
個兒	10261990
個別	10682860
個子	10589262
個性	10724752
個把	10343069
個數	10478559
個案	10763939
個體	10637863
倍加	10589262
倍增	9922198
倍數	10763939
倍率	10343069
倏地	10763939
倏忽	10517746
倏然	10096876
倒下	10499620
倒出	10306258
倒反	9710711
倒地	10745813
倒坍	9043647
倒塌	10687942
倒帳	10267071
倒彩	9464518
倒影	9956904
倒戈	10471373
倒掛	9804309
倒數	10667357
倒斃	8622776
倒是	10623968
倒會	10707851
倒楣	10727129
倒流	10377775
倒滿	10020878
倒灌	10646050
倒置	10441748
倒臥	10552452
倒貼	10410604
倒車	10601052
倒轉	10131581
倒退	10526610
倒運	9289840
倒錯	9885388
倒閉	10763939
倒閣	10225180
倒霉	10343069
倒頭	10180182
倔強	10763939
倖免	10343069
倖存	10763939
倘佯	10589262
倘使	10763939
倘然	10343069
倘若	9922198
候光	9873598
候命	9206534
候教	10388066
候機	10469145
候補	10715338
候車	10604635
候選	10763939
候駕	9627404
候鳥	10662506
倚仗	10424148
倚天	10559638
倚望	10003277
倚賴	10670341
倚重	9582406
倚門	10249470
倚靠	10763939
借住	10550575
借來	10611344
借債	10218720
借光	9604488
借出	10446230
借助	10639590
借口	10025359
借地	10483040
借宿	10160849
借據	10407042
借條	9183618
借款	10763939
借用	10581720
借貸	10741024
借過	9739978
借道	10320153
借重	10717210
借鏡	10692423
